step_index,transport_linear_velocity,placing_linear_velocity,release_opening_velocity,retract_linear_velocity,cube0_final_z,cube1_final_z,cube2_final_z,cube3_final_z
3,0.09758162313654922,0.04358035105574462,0.03876213166357251,0.053183148790700005,0.02459550304687814,0.0744569731046359,0.12417248221880098,0.17405639294557698
3,0.09758162313654922,0.04358035105574462,0.03876213166357251,0.053183148790700005,0.024588884873143264,0.07445037077566961,0.12421592365731378,0.17412582916111088
1,0.1359363382546995,0.06178384976788598,0.07267634107725546,0.048903569872975394,0.024755983871044652,0.07463382522281513,0.024963459228605062,0.02490284980333554
1,0.05728201409070789,0.03903612773623046,0.043650908427330465,0.06009178036488705,0.024753987994008884,0.07469986060561301,0.024767520804744952,0.02492696380414073
1,0.05728201409070789,0.03903612773623046,0.043650908427330465,0.06009178036488705,0.02475374149274446,0.07470239246051909,0.024767520804744952,0.02492696380414073
2,0.09758162313654922,0.04358035105574462,0.03876213166357251,0.053183148790700005,0.02466874936247859,0.07444078871020689,0.12434197318357237,0.02490284980333554
2,0.0355024811028379,0.028396501843205576,0.09456641603384473,0.07577134751913486,0.0246594145686315,0.07455990431090058,0.1245461803614669,0.02492696380414073
2,0.0355024811028379,0.028396501843205576,0.09456641603384473,0.07577134751913486,0.024660675049494086,0.0745545368721693,0.12454571465199131,0.02492696380414073
3,0.04680583638971244,0.03636094881910984,0.10002577516295513,0.08502546857624707,0.024584013778732768,0.07443932893441892,0.12441067865893538,0.1744043781810942
3,0.05728201409070789,0.03903612773623046,0.043650908427330465,0.06009178036488705,0.024604959565573424,0.07428553677402477,0.12409343257256587,0.17405284880560606
3,0.04680583638971244,0.03636094881910984,0.10002577516295513,0.08502546857624707,0.024585924002676247,0.07443365846843558,0.12440721330274486,0.1743947131516341
1,0.060244099541576224,0.06989186383871862,0.08477516889063033,0.06947615634441136,0.024754313057675795,0.0746368757492127,0.02496157152517577,0.024963459228605062
1,0.060244099541576224,0.06989186383871862,0.08477516889063033,0.06947615634441136,0.02475487655683374,0.07457505713010247,0.02496157152517577,0.024963459228605062
1,0.060244099541576224,0.06989186383871862,0.08477516889063033,0.06947615634441136,0.02475603138171668,0.07455778071795412,0.02496157152517577,0.024963459228605062
1,0.0355024811028379,0.028396501843205576,0.09456641603384473,0.07577134751913486,0.024753551996499517,0.0747043178298285,0.024767520804744952,0.02492696380414073
1,0.0355024811028379,0.028396501843205576,0.09456641603384473,0.07577134751913486,0.02475368162312711,0.07470300550548524,0.024767520804744952,0.02492696380414073
1,0.0355024811028379,0.028396501843205576,0.09456641603384473,0.07577134751913486,0.024753632289071778,0.07470350710409578,0.02492696380414073,0.024963459228605062
1,0.0355024811028379,0.028396501843205576,0.09456641603384473,0.07577134751913486,0.02475360949944256,0.07470373773029315,0.024767520804744952,0.02492696380414073
2,0.04680583638971244,0.03636094881910984,0.10002577516295513,0.08502546857624707,0.02465947513089236,0.07456083573400486,0.124547871051656,0.02492696380414073
2,0.11750877275176697,0.034168925793223545,0.09082441383769264,0.10210221274842615,0.024661371911060968,0.0743571300535316,0.1241949419992006,0.024963459228605062
2,0.11750877275176697,0.034168925793223545,0.09082441383769264,0.10210221274842615,0.0246690801940191,0.07431488905157117,0.12416350014397404,0.024963459228605062
2,0.04680583638971244,0.03636094881910984,0.10002577516295513,0.08502546857624707,0.024660360156259192,0.07455887514406628,0.12454230526148177,0.02492696380414073
2,0.11750877275176697,0.034168925793223545,0.09082441383769264,0.10210221274842615,0.024663388041609842,0.07434993092748438,0.12417582138049,0.024963459228605062
2,0.04680583638971244,0.03636094881910984,0.10002577516295513,0.08502546857624707,0.024659197645164357,0.0745618029688963,0.12454555056618848,0.02492696380414073
2,0.04680583638971244,0.03636094881910984,0.10002577516295513,0.08502546857624707,0.024659787369937295,0.07456010452854132,0.12454215725473108,0.024963459228605062
3,0.10475516900180212,0.033582841375088365,0.09030730024904776,0.06487373698684645,0.02458951936237449,0.07419767787812621,0.12389115114931393,0.17381091629299414
3,0.10475516900180212,0.033582841375088365,0.09030730024904776,0.06487373698684645,0.02459420169338518,0.0741875270314317,0.12395081485082261,0.17390125785449914
3,0.060244099541576224,0.06989186383871862,0.08477516889063033,0.06947615634441136,0.024583704352402425,0.07444101821849736,0.12441120821995218,0.17424422254901425
3,0.10475516900180212,0.033582841375088365,0.09030730024904776,0.06487373698684645,0.02460403876939886,0.07413577631831779,0.12392050862182204,0.17390770417181278
3,0.060244099541576224,0.06989186383871862,0.08477516889063033,0.06947615634441136,0.024584087396078938,0.07443985193116681,0.1244098995134339,0.17425155313893015
3,0.060244099541576224,0.06989186383871862,0.08477516889063033,0.06947615634441136,0.024583478935485736,0.07444177291990446,0.12441273170765388,0.17424774478697866
3,0.060244099541576224,0.06989186383871862,0.08477516889063033,0.06947615634441136,0.024585778182326556,0.07444099967261401,0.1244149354524757,0.17422590096181997
1,0.11750877275176697,0.034168925793223545,0.09082441383769264,0.10210221274842615,0.024753900546601613,0.07470077487598485,0.024963459228605062,0.02462457290493103
1,0.11750877275176697,0.034168925793223545,0.09082441383769264,0.10210221274842615,0.02475392559037045,0.07471632016929469,0.024963459228605062,0.02462457290493103
2,0.10475516900180212,0.033582841375088365,0.09030730024904776,0.06487373698684645,0.024662291070428034,0.07455429025963857,0.12449763985783828,0.02462457290493103
2,0.10475516900180212,0.033582841375088365,0.09030730024904776,0.06487373698684645,0.024661216317601254,0.07459026358536151,0.12453701176292221,0.02462457290493103
3,0.032956581243377664,0.02743017452433796,0.11353191752705138,0.07983511245910511,0.024589507329386435,0.07448152979513191,0.1243833359116255,0.1743570319518307
3,0.032956581243377664,0.02743017452433796,0.11353191752705138,0.07983511245910511,0.02458978002869859,0.07443483099196851,0.12433583089095446,0.17431176199559084
1,0.10198134603947129,0.04484714358401714,0.06964710122422361,0.08037237879978613,0.02475372540145473,0.07469098880053475,0.024898832438090393,0.02485375084145928
1,0.0711082850173949,0.04080265934848323,0.07862787248646351,0.11821600875109281,0.024753664894596013,0.07470317460826605,0.024933789465498422,0.024963459228605062
1,0.04598973900603302,0.04580025451423187,0.05810031856335022,0.09136556095624761,0.024753949223717483,0.07471294835300767,0.024898832438090393,0.024933789465498422
1,0.0711082850173949,0.04080265934848323,0.07862787248646351,0.11821600875109281,0.024753767034569343,0.0747021307937554,0.02488907907972439,0.024933789465498422
1,0.0711082850173949,0.04080265934848323,0.07862787248646351,0.11821600875109281,0.024753539947834212,0.07470443861078699,0.024933789465498422,0.024963459228605062
2,0.06357264387420072,0.04820000567377745,0.07217639149316529,0.043777854513343595,0.024661425536597188,0.07453517498021615,0.12445881032505154,0.02485375084145928
2,0.10198134603947129,0.04484714358401714,0.06964710122422361,0.08037237879978613,0.024659216361629568,0.07458006340930007,0.12451689677715806,0.024933789465498422
2,0.04598973900603302,0.04580025451423187,0.05810031856335022,0.09136556095624761,0.02465883475984274,0.07456323899793936,0.12450556756577849,0.024963459228605062
2,0.04598973900603302,0.04580025451423187,0.05810031856335022,0.09136556095624761,0.024660386490780253,0.07456208230658284,0.12448866760952744,0.024933789465498422
2,0.04598973900603302,0.04580025451423187,0.05810031856335022,0.09136556095624761,0.024661167607957814,0.0745617500875356,0.12448093896657351,0.024963459228605062
3,0.13318286243006336,0.05262044620167858,0.06842362714876449,0.1589047427315884,0.024591241214243224,0.07441148540561769,0.12429318992983684,0.17411302136242102
3,0.10198134603947129,0.04484714358401714,0.06964710122422361,0.08037237879978613,0.0245916741723156,0.0744455842046961,0.12428555823053515,0.17421750541237296
3,0.10198134603947129,0.04484714358401714,0.06964710122422361,0.08037237879978613,0.024587312053493085,0.07444767356952939,0.12430452233100137,0.17423470119872583
3,0.06357264387420072,0.04820000567377745,0.07217639149316529,0.043777854513343595,0.024585697751098156,0.07442907070773433,0.1243237592854692,0.17411943923305273
3,0.10198134603947129,0.04484714358401714,0.06964710122422361,0.08037237879978613,0.024583828093399384,0.07444426922026208,0.12432923235471116,0.17426278020945588
1,0.04598973900603302,0.04580025451423187,0.05810031856335022,0.09136556095624761,0.024753634018556157,0.0746974856361049,0.024963459228605062,0.024898832438090393
1,0.04598973900603302,0.04580025451423187,0.05810031856335022,0.09136556095624761,0.024753617287374814,0.0746976531132592,0.024933789465498422,0.024963459228605062
1,0.06357264387420072,0.04820000567377745,0.07217639149316529,0.043777854513343595,0.024753500840115888,0.07471789700432536,0.02485375084145928,0.02483974731982994
1,0.06357264387420072,0.04820000567377745,0.07217639149316529,0.043777854513343595,0.024753743944232014,0.07471848401188383,0.02485375084145928,0.02483974731982994
1,0.06357264387420072,0.04820000567377745,0.07217639149316529,0.043777854513343595,0.02475378372541182,0.07471825253760894,0.02485375084145928,0.02483974731982994
1,0.049686732817602074,0.029663524041199568,0.04807346125995894,0.07572887701111107,0.024753667799477533,0.07471776232886844,0.024963459228605062,0.02489069079159785
2,0.10198134603947129,0.04484714358401714,0.06964710122422361,0.08037237879978613,0.02465905731862314,0.07454956245292083,0.12450741738222994,0.024898832438090393
2,0.10198134603947129,0.04484714358401714,0.06964710122422361,0.08037237879978613,0.02465878443574628,0.07455130830335825,0.12448989427887681,0.024963459228605062
2,0.13318286243006336,0.05262044620167858,0.06842362714876449,0.1589047427315884,0.024658877822977765,0.07458842209576406,0.1245436046965326,0.02483974731982994
2,0.13318286243006336,0.05262044620167858,0.06842362714876449,0.1589047427315884,0.024659005551518735,0.07459020372473854,0.12456637792397501,0.02483974731982994
2,0.13318286243006336,0.05262044620167858,0.06842362714876449,0.1589047427315884,0.02466066281324999,0.07458826401424365,0.12453191666281468,0.02483974731982994
2,0.08091753113874518,0.02520374819173665,0.05459445217228049,0.06096004371709604,0.024660176321771202,0.07459194680588409,0.12458227494084614,0.02489069079159785
3,0.07152417151411447,0.037460388999937824,0.08234273463868272,0.09106967127025348,0.02458699474322751,0.07443921076382695,0.12441847774438701,0.1743782637724337
3,0.06357264387420072,0.04820000567377745,0.07217639149316529,0.043777854513343595,0.024583402623628403,0.0744256211026892,0.12434185893830499,0.1742785862972477
3,0.049686732817602074,0.029663524041199568,0.04807346125995894,0.07572887701111107,0.024583788339693026,0.0744833818125737,0.12439861728794545,0.17434632325013655
3,0.06357264387420072,0.04820000567377745,0.07217639149316529,0.043777854513343595,0.024584757934476648,0.0744281206540724,0.12430713434692069,0.17421228540091993
3,0.049686732817602074,0.029663524041199568,0.04807346125995894,0.07572887701111107,0.024588281492129153,0.07444552099687506,0.12432693202539642,0.17429266005774466
3,0.049686732817602074,0.029663524041199568,0.04807346125995894,0.07572887701111107,0.02458503270733929,0.07448544435280335,0.12439464002236832,0.17435294377735241
1,0.07152417151411447,0.037460388999937824,0.08234273463868272,0.09106967127025348,0.024753886786182667,0.07471632236436666,0.024963459228605062,0.024963459228605062
1,0.08091753113874518,0.02520374819173665,0.05459445217228049,0.06096004371709604,0.02475364170894891,0.07470341283984759,0.02489069079159785,0.024963459228605062
1,0.08091753113874518,0.02520374819173665,0.05459445217228049,0.06096004371709604,0.02475364712607204,0.07470335862222802,0.02489069079159785,0.024963459228605062
1,0.05505628753814931,0.040730151633280455,0.05776494496924536,0.03668839962326317,0.024753672197965957,0.07471395693513934,0.024963459228605062,0.024866355385889098
2,0.07152417151411447,0.037460388999937824,0.08234273463868272,0.09106967127025348,0.024659439784843484,0.0745614911422036,0.1245076032377521,0.024963459228605062
2,0.05505628753814931,0.040730151633280455,0.05776494496924536,0.03668839962326317,0.024659176949381592,0.07455781379336232,0.12452310408230234,0.024963459228605062
2,0.07152417151411447,0.037460388999937824,0.08234273463868272,0.09106967127025348,0.02466023563236127,0.0745596847672665,0.12450221536094003,0.024963459228605062
2,0.08828371770545737,0.04469301672285823,0.051817747274988196,0.09456358115176314,0.024659695317884676,0.07456138399967963,0.12454078569780914,0.024866355385889098
3,0.05505628753814931,0.040730151633280455,0.05776494496924536,0.03668839962326317,0.024585918324293562,0.07443976040873297,0.1243327539514059,0.17429995835988177
3,0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555,0.024585959081080036,0.07448989884055718,0.12444818612857844,0.17438272491377485
3,0.08828371770545737,0.04469301672285823,0.051817747274988196,0.09456358115176314,0.024583945608019832,0.07443725074619215,0.12436387647203574,0.1743407146182336
3,0.05505628753814931,0.040730151633280455,0.05776494496924536,0.03668839962326317,0.02458516695382875,0.07444199460359543,0.12433626241715409,0.17427852788665826
1,0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555,0.024753654424537253,0.07469338676148185,0.024963459228605062,0.024962221618824033
1,0.08828371770545737,0.04469301672285823,0.051817747274988196,0.09456358115176314,0.02475372767742745,0.07471754214428628,0.024866355385889098,0.024963459228605062
1,0.07152417151411447,0.037460388999937824,0.08234273463868272,0.09106967127025348,0.024753728233900568,0.07471770166521992,0.024963459228605062,0.024963459228605062
1,0.08828371770545737,0.04469301672285823,0.051817747274988196,0.09456358115176314,0.024753693300512684,0.07470288599842402,0.024866355385889098,0.024963459228605062
1,0.07152417151411447,0.037460388999937824,0.08234273463868272,0.09106967127025348,0.02475375856709423,0.07471298258417393,0.024963459228605062,0.024963459228605062
1,0.06479206611084441,0.031049286597379645,0.05838249266472286,0.06261744327544785,0.024753628164402925,0.07471922133846613,0.024962221618824033,0.024843902969427956
2,0.05505628753814931,0.040730151633280455,0.05776494496924536,0.03668839962326317,0.024658915099976045,0.07458637454888631,0.12453365855401162,0.024963459228605062
2,0.06479206611084441,0.031049286597379645,0.05838249266472286,0.06261744327544785,0.024659618806004587,0.07454026175078644,0.12451021975363914,0.024962221618824033
2,0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009,0.024659680893505547,0.07456326054602833,0.12453933501321957,0.024843902969427956
2,0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555,0.024659296882588017,0.0745929951398947,0.12453173612789613,0.024963459228605062
2,0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555,0.024659366699346364,0.07456109591823533,0.12450007830271728,0.024963459228605062
2,0.05505628753814931,0.040730151633280455,0.05776494496924536,0.03668839962326317,0.024659075246370326,0.07458456803767918,0.1245544508062761,0.024963459228605062
3,0.08828371770545737,0.04469301672285823,0.051817747274988196,0.09456358115176314,0.02458373647068233,0.0744603819801414,0.12437848359223501,0.17435701544184648
3,0.06479206611084441,0.031049286597379645,0.05838249266472286,0.06261744327544785,0.024584217442679784,0.07448540550203106,0.12436838277453867,0.17432519299024277
3,0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009,0.024584647510566267,0.0744117500967563,0.12434734688130566,0.17433057900966367
3,0.09592675607710423,0.034003107045427076,0.039914911277058554,0.08155677342536975,0.024588299769067196,0.07448520751247228,0.12443944620247882,0.17440372825800227
3,0.06479206611084441,0.031049286597379645,0.05838249266472286,0.06261744327544785,0.024584167040814123,0.07448333971937654,0.12436153423022397,0.1743209509424486
3,0.08828371770545737,0.04469301672285823,0.051817747274988196,0.09456358115176314,0.024583899541306527,0.0744845560081424,0.12441769208975818,0.1743970162778225
1,0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555,0.024753860146190645,0.07470979826918331,0.024963459228605062,0.024962221618824033
1,0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555,0.024753545841745803,0.07469450921050554,0.024963459228605062,0.024962221618824033
1,0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009,0.024753612186418077,0.07470370939170017,0.024843902969427956,0.024963459228605062
2,0.06479206611084441,0.031049286597379645,0.05838249266472286,0.06261744327544785,0.02465903201073547,0.0745426515732148,0.12448369538678696,0.024962221618824033
2,0.06479206611084441,0.031049286597379645,0.05838249266472286,0.06261744327544785,0.024660393424119336,0.07453679661687915,0.12449715120624627,0.024962221618824033
2,0.09592675607710423,0.034003107045427076,0.039914911277058554,0.08155677342536975,0.024659776358515385,0.07456199066294669,0.12453139049331508,0.024963459228605062
3,0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009,0.024586221210530983,0.07440815863901235,0.124328132742903,0.1743130905216038
3,0.05250730096797136,0.061986035940820826,0.08432254648143168,0.07329400397082499,0.024587607224428543,0.07448013557131947,0.12442666608859404,0.17437885853446208
3,0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009,0.0245838704089922,0.07441836322612799,0.12429705987069023,0.17426634369054397
1,0.12239782124683629,0.059423071393094024,0.09759171065710336,0.08557837317275337,0.024754022002640885,0.0746995012889866,0.024963459228605062,0.024705392596123282
1,0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009,0.024753762254242678,0.07470217872492071,0.024963459228605062,0.024963459228605062
1,0.07922891523967339,0.02607505414454134,0.04582667499888385,0.08686691749947974,0.0247535581236215,0.0747204406932795,0.02470539259612328,0.02495208939668565
1,0.09592675607710423,0.034003107045427076,0.039914911277058554,0.08155677342536975,0.024753500127839983,0.07470483651753922,0.024963459228605062,0.024963459228605062
1,0.09592675607710423,0.034003107045427076,0.039914911277058554,0.08155677342536975,0.024753649929507703,0.07470333157989732,0.024963459228605062,0.024963459228605062
2,0.09746097920339751,0.01920170048371928,0.09453889424914057,0.08904836390794849,0.024659292442393583,0.07456163772331757,0.12452293688509922,0.02495208939668565
2,0.09592675607710423,0.034003107045427076,0.039914911277058554,0.08155677342536975,0.02466047413212048,0.07458073392289517,0.12455166557896995,0.024963459228605062
2,0.05250730096797136,0.061986035940820826,0.08432254648143168,0.07329400397082499,0.024659591504182916,0.0745635022993262,0.12453065674510891,0.024963459228605062
2,0.07922891523967339,0.02607505414454134,0.04582667499888385,0.08686691749947974,0.024660445613072506,0.0745549479933996,0.12452177247743626,0.024705392596123282
2,0.05250730096797136,0.061986035940820826,0.08432254648143168,0.07329400397082499,0.024659343705172206,0.07456192730457928,0.12453580780909977,0.024963459228605062
3,0.07431671864811973,0.04071090815320222,0.037933404185863946,0.0932683925555068,0.02458706814682063,0.07448777731622498,0.12441713717480063,0.17428595069696168
3,0.060204568853428383,0.03558829457733604,0.05343146902408097,0.034618459288931556,0.024585252408373944,0.0744421918020925,0.12436298507128213,0.17427877959995
3,0.09746097920339751,0.01920170048371928,0.09453889424914057,0.08904836390794849,0.024586451596654978,0.07443206535431739,0.12438577335630711,0.17435311650104013
3,0.05250730096797136,0.061986035940820826,0.08432254648143168,0.07329400397082499,0.024590437901485757,0.07447036794006069,0.12441574522665731,0.17435444591033922
3,0.07431671864811973,0.04071090815320222,0.037933404185863946,0.0932683925555068,0.024583560348232468,0.07444314202225613,0.12439480430535062,0.17431527116095993
1,0.12239782124683629,0.059423071393094024,0.09759171065710336,0.08557837317275337,0.02475404868612782,0.07471610832969654,0.024963459228605062,0.024705392596123282
1,0.060204568853428383,0.03558829457733604,0.05343146902408097,0.034618459288931556,0.02475352260957978,0.07467546397290985,0.024903418994439482,0.024963459228605062
1,0.07431671864811973,0.04071090815320222,0.037933404185863946,0.0932683925555068,0.024753733896055296,0.07463241687398582,0.024941492115456286,0.024963459228605062
2,0.07922891523967339,0.02607505414454134,0.04582667499888385,0.08686691749947974,0.0246612488892782,0.07455297926965292,0.12453335808138045,0.024705392596123282
2,0.09888978246176107,0.0569010062383566,0.03408924675335623,0.05413523621367078,0.02465884087829911,0.07450801293983586,0.1244272986184102,0.024963459228605062
2,0.12239782124683629,0.059423071393094024,0.09759171065710336,0.08557837317275337,0.024658946713459598,0.07443475244650043,0.1243167652744804,0.024963459228605062
3,0.04664842144102225,0.06781855381434344,0.059205225469407506,0.07967709749103939,0.024583812603803032,0.07436666075027469,0.1242129791445359,0.1741295435456761
3,0.09746097920339751,0.01920170048371928,0.09453889424914057,0.08904836390794849,0.024589111466118658,0.07447643245514468,0.12443896498507673,0.17438985887294017
3,0.07922891523967339,0.02607505414454134,0.04582667499888385,0.08686691749947974,0.024583967099283933,0.0742763398107652,0.12405853802739256,0.17399085265203568
1,0.060204568853428383,0.03558829457733604,0.05343146902408097,0.034618459288931556,0.0247540054749112,0.07467014740825112,0.024903418994439482,0.024963459228605062
1,0.09746097920339751,0.01920170048371928,0.09453889424914057,0.08904836390794849,0.024753574887230314,0.0747040880575151,0.02495208939668565,0.024903418994439482
1,0.060204568853428383,0.03558829457733604,0.05343146902408097,0.034618459288931556,0.024753841099494835,0.07467199929267464,0.024903418994439482,0.024963459228605062
1,0.030825870379779352,0.04238360151010924,0.03512360532074333,0.1171535122507001,0.024753843214541108,0.07470134699805431,0.024799870203827797,0.0248526658878823
1,0.14147898418478114,0.02487114571303531,0.1312409571236044,0.13182634543401606,0.02475350992621366,0.07469832452671178,0.024897882535237607,0.024799870203827797
2,0.14267671158818557,0.025022502198842285,0.10311250935379776,0.12077446922201171,0.024660090539140957,0.07455883861532632,0.12454542577529823,0.0248526658878823
2,0.060204568853428383,0.03558829457733604,0.05343146902408097,0.034618459288931556,0.024659737785385976,0.07456117359614998,0.12447680791936805,0.024903418994439482
2,0.09888978246176107,0.0569010062383566,0.03408924675335623,0.05413523621367078,0.02466358358706037,0.07449608218094451,0.12438923811421992,0.024963459228605062
2,0.030825870379779352,0.04238360151010924,0.03512360532074333,0.1171535122507001,0.02466317710293124,0.07455597324461752,0.12442850551279215,0.024799870203827797
2,0.09888978246176107,0.0569010062383566,0.03408924675335623,0.05413523621367078,0.024660732152590834,0.07450017483285773,0.12441948612328484,0.024963459228605062
3,0.14267671158818557,0.025022502198842285,0.10311250935379776,0.12077446922201171,0.024594002487846295,0.07443638495960099,0.12423009806895272,0.17427636697444315
3,0.09144433685971103,0.06057421632767782,0.11635839136825954,0.1125502477156479,0.024588191431422067,0.07444939629461872,0.12440146450056429,0.17428012950821792
3,0.04664842144102225,0.06781855381434344,0.059205225469407506,0.07967709749103939,0.024604391483742247,0.07435703012977608,0.12417152374037377,0.1739893383190364
