step_index,transport_linear_velocity,placing_linear_velocity,release_opening_velocity,retract_linear_velocity
3,0.06580512243371947,0.06439363885061997,0.0813244485944766,0.04357127912183479
1,0.06146085066774684,0.04237979557764884,0.06844033699118467,0.04758397619271246
2,0.0910637960358224,0.06643895064301444,0.06694036359173625,0.11871161710408562
3,0.08862503491692397,0.04650184206654873,0.07170622275419854,0.10894295315390631
1,0.11072151781172994,0.06041672304311915,0.04613574918291518,0.053902984644054124
2,0.09780124604577715,0.03685461482674482,0.05138411821009789,0.06916371796729467
3,0.06003992473497437,0.07332929649810195,0.08550495282294078,0.05722179882897853
1,0.06766185539820085,0.025412823326089948,0.05070594524140955,0.064537204622101
2,0.12216319843305955,0.06296527213379598,0.0542914658131317,0.06841632354596985
3,0.07099943937920732,0.05779772106472535,0.035446868072469814,0.07652823598263449
1,0.037102497324223584,0.036155950076495434,0.0657458458349772,0.11902872453053101
2,0.05879632736267444,0.027201250209006527,0.07691536297491897,0.03811041577671801
3,0.05738957109766212,0.04423104650101428,0.07070082882380317,0.09377998622353187
1,0.1032233964504134,0.04854729600850785,0.075112877029223,0.12591705505668682
2,0.06471549626028429,0.05141285142607695,0.07110709070442575,0.13588096938415534
3,0.05364540667861816,0.05759543648295937,0.06359820480088921,0.09101520694119467
1,0.08465524650303695,0.07483777535492235,0.06088197336548691,0.10907952715650324
2,0.06291234741125355,0.04171412223150325,0.052655604499035155,0.08471067477185437
3,0.047144203247694146,0.04807387969676147,0.05780034671323127,0.10874903707977464
1,0.06778624160326181,0.06204632870965312,0.07301669196375142,0.08451300183822298
2,0.0842536240690189,0.06521815096339242,0.12745093552547243,0.09685189756803327
3,0.08762402995570977,0.04835047311114662,0.02224823513692871,0.07974139372948877
1,0.05357737204254806,0.03147333399326016,0.08915649718500909,0.1039430467325444
2,0.08484632680033832,0.07051988430410815,0.11269782726096023,0.07953838357957298
3,0.07153057947385431,0.020133297175581637,0.06550721253035904,0.07503824890526768
1,0.0710697006232516,0.03276337038814808,0.09647471416204775,0.049686829080973896
2,0.056642974326770526,0.015550201600211595,0.08611688338536631,0.11035300273475834
3,0.04916744433316192,0.05019188035595258,0.11639170473579787,0.06455922252460683
1,0.03696732331333513,0.06474504734271422,0.06159077338321952,0.07014923520098124
2,0.04007778030782273,0.03973183159220076,0.07434533922089945,0.14042875974956848
3,0.07873299315311803,0.03399531613915267,0.08332398338848583,0.08147150903832043
1,0.07884671872739589,0.057459805031019044,0.1027486895176567,0.05538923452619915
2,0.08239905770551706,0.060152842208878524,0.08047826190958335,0.1002631340394169
3,0.08174742914072594,0.0472247081244254,0.10357443873510969,0.0741857987913164
1,0.06687058020780959,0.036203012024900644,0.05142726963737875,0.11185392411718162
2,0.09489901889983726,0.030327402975547566,0.0798053617186928,0.09273249738442454
3,0.10365672631832634,0.03497319566484178,0.09334763348951283,0.08518492958271318
1,0.0893283229891462,0.08565329785367005,0.05017016130293238,0.06900117317046223
2,0.08613192180052008,0.02157335797855893,0.09526744282283273,0.061105473232584556
3,0.10414714027712751,0.06035250411274752,0.101705708868307,0.08711381867093483
1,0.13083787901407387,0.05057873933352992,0.06369286748290638,0.10333896826822908
2,0.04031709949225491,0.05069286757437136,0.08287231293289167,0.09171024497831257
3,0.10187540509949668,0.07390291661510827,0.053173890197393964,0.11048443627708471
1,0.09576140263027605,0.05143508441023565,0.064719093058427,0.07852781074521407
2,0.041611752016671506,0.05519799286880212,0.05313175256292954,0.09357494258457534
3,0.10265522571884793,0.03342290885622791,0.07741255467883142,0.09311537560054559
1,0.09074955843267332,0.08163041120873521,0.0734087801443657,0.05445717423598032
2,0.057096561408055496,0.06832817195795564,0.06092863869311064,0.08426587447770895
3,0.11206670130729238,0.08342221940329539,0.028354031653281223,0.16529155153480218
1,0.06989738277896237,0.04103721576309954,0.05981884466841993,0.04094679866859915
2,0.054962917039482265,0.02275565799998037,0.061789175078566204,0.09906671467957852
3,0.10749907755712035,0.06435512525918993,0.10099840634848213,0.05866228552817588
1,0.06953617508954794,0.08143343721809032,0.07156430990952259,0.09102497151845788
2,0.11677677237266909,0.04100583216091644,0.06617589533311229,0.1109159134227862
3,0.11608762008109079,0.05910075146684437,0.09460398785922339,0.03275139137282297
1,0.10010380562106888,0.06628820197617759,0.07136539178640508,0.06870877944108066
2,0.08659286111146551,0.05624125292482361,0.03506101812345317,0.06544265325915828
3,0.05582514819956004,0.03906685260050108,0.061957695678665325,0.05511299779552693
1,0.07524053700338551,0.0792817851143685,0.10998269480544644,0.1004451373943477
2,0.09295424120316421,0.0749052971282329,0.07087367107313604,0.10956589652855947
3,0.06997004305589229,0.07798715002313308,0.037930990952520144,0.04788200629602782
1,0.1156892777396176,0.04254012896083345,0.10379047654029186,0.09374111044033209
2,0.057771134204245074,0.07742445013508999,0.038953485740547904,0.04847029032745127
3,0.043235149732489785,0.04407420023789777,0.06387748132351843,0.06890590505144936
1,0.1035304311788977,0.06171668990256055,0.09098609396225336,0.08604812914172687
2,0.08011183655922333,0.055643431100688555,0.07279638808491809,0.10464608432991619
3,0.043732761319732034,0.03271440144020864,0.06997745197177514,0.08624480523297604
1,0.0742389221005832,0.04295940187704787,0.08033591692322505,0.08307114521977386
2,0.04889668026049258,0.04982033952522504,0.09495565256307958,0.07244051397993788
3,0.07462943504676511,0.058770191805871216,0.06285455369225766,0.08110657244413486
1,0.03699621836035296,0.05921728190564954,0.08919302851871554,0.1060751172777057
2,0.07160098962238383,0.03039898642344847,0.0801915636648604,0.09623119077924844
3,0.12275105131215239,0.056728940780412886,0.07609169929298848,0.08615570559569104
1,0.055009988522189336,0.05752136911319221,0.08008408286304283,0.0666217217426579
2,0.08701590227794306,0.07299331797086185,0.04520698556607755,0.03556483559657613
3,0.06546059555979246,0.038060985034416205,0.09311405397423883,0.06232615476432014
1,0.10420024540557707,0.03829565425428595,0.08746472289913045,0.09922278303323273
2,0.07694837949261217,0.04249713545369636,0.07341543703663703,0.09725185947346682
3,0.07644500065718754,0.06148116313752046,0.08999769323262329,0.0761578164777823
1,0.06527553757904592,0.03901220603540695,0.07376210324624263,0.1048056346756159
2,0.05681644454712917,0.04495651698957398,0.06406973346329038,0.07119196441680761
3,0.07228406754532869,0.028086196462374098,0.1035731940534112,0.1480181624320377
1,0.09464900404771263,0.06274155727836588,0.10375540884604115,0.043326030387650726
2,0.11760288052031656,0.052143665171269275,0.08282370404876956,0.11099577392170022
3,0.09402621412105616,0.07303336305872161,0.09744285783515058,0.050641758701621735
1,0.09203108105746682,0.041505420649846955,0.06574131486127381,0.09707397088342104
2,0.08138132712244496,0.07643477954478788,0.0609510766066762,0.08380536215516354
3,0.07099789990402529,0.06013632267906735,0.11869784770604697,0.0904602320451346
1,0.0948006910641645,0.060353590894686136,0.06967219785347978,0.07455596076128689
2,0.09214506442457841,0.08026047637317275,0.04291881414907358,0.08472482819221898
3,0.06625706155837384,0.054979490735823394,0.07395938401320737,0.03376365536876289
1,0.11587098767038509,0.0436507767628795,0.08131804197443519,0.07987985301865748
2,0.07322178927994838,0.07276057583461014,0.07002881598105729,0.061572599593772495
3,0.06499534483430007,0.04748495365914276,0.08423232305629094,0.07225480840126784
1,0.03606685990743356,0.06391891762779879,0.05978094960714062,0.0626642823523327
2,0.09601990847807555,0.023092221205527872,0.1035503507791676,0.10891827697477706
3,0.06231160739603231,0.04655866254661036,0.1178984696797536,0.11513251226966781
1,0.04673534991976388,0.06899064043911952,0.06316976075687655,0.12620873624275344
2,0.11040374743495758,0.020252324365096094,0.07717413142880843,0.03903542841193386
3,0.08082644499159229,0.06561822288360167,0.1044054860850801,0.10360100925125897
1,0.10440522448958292,0.04074358096828283,0.11294457541202597,0.08668105865656749
2,0.08041957431238353,0.05815088791664613,0.08867374201405939,0.044559591018597335
3,0.12008193947698298,0.05889222700885864,0.03304960568624828,0.08966206365620667
1,0.13333397029509242,0.042347585655351114,0.10621464450235518,0.12150712962178827
2,0.11763944263233722,0.04257666683208335,0.05140236722071731,0.1338617998766039
3,0.06682761033789607,0.04275448866726973,0.08070681090995638,0.15524930047684532
1,0.09098422812288601,0.056386786819003575,0.06063517013471412,0.08729708546236886
2,0.10275790323536055,0.05241705748277308,0.09816042317017427,0.11216961154432215
3,0.06850360290314281,0.04911935880174103,0.04771296915490397,0.07459301138903028
1,0.09366287657815049,0.0323276333316737,0.10504745299451204,0.05961425450614506
2,0.041307639068806586,0.06470623257759954,0.06417549714987542,0.037898448854311644
3,0.06194481909410053,0.09760391247760977,0.04521918336902874,0.07838322430496782
1,0.09064666730059916,0.03780333607598855,0.06965852529170961,0.07516820036473343
2,0.06688545815113994,0.05354771368725621,0.07687789726199498,0.1130587934264401
3,0.04090380174594137,0.02772072499723214,0.09663337138066237,0.08437501499645399
1,0.10826841490040143,0.06302206969419968,0.04276208325919993,0.12960932805967357
2,0.106769240666487,0.04866775031712425,0.06382951775734712,0.0938023316554615
3,0.07364256583575221,0.06446923156607641,0.08844507247136092,0.06867085808802793
1,0.033442265013198164,0.07001448871407025,0.06662537848178879,0.10921690167328708
2,0.11071585208319844,0.05264569245838765,0.11015922466418529,0.033561866615837314
3,0.07684283849822847,0.03840586900489131,0.07517310986049695,0.07932611625079006
1,0.07998063704344176,0.058839589996123126,0.08111995622233609,0.03651933636456472
2,0.06990933042112761,0.02687534565940265,0.09064611421082854,0.08563991780319388
3,0.1398523647653456,0.04114533580613376,0.044011374808322706,0.07804043982094376
1,0.06825891968509847,0.06355791793828347,0.06741406867679282,0.04454100890065494
2,0.031038014850858518,0.07140563193234781,0.08993024660894865,0.08585096822045798
3,0.10093802048666879,0.032934463425199456,0.07564093718663108,0.1418253642385001
1,0.09534178143504586,0.04449038628029184,0.06949745791920495,0.09921328754564158
2,0.062294746204338586,0.05847620650922819,0.08653568523202802,0.07831579806966583
3,0.1402520756012577,0.052087087538871917,0.06032616068312865,0.05708282303489315
1,0.09500268378945059,0.037344813325481514,0.05527162913660362,0.05308720588636627
2,0.07195425394744238,0.034154040433096694,0.1105887074441504,0.05384799041221838
3,0.07738729450222415,0.06059797697417567,0.08139017371297234,0.031933469863720705
1,0.10661745173332253,0.04384799068100021,0.11034282852393551,0.08812747020930094
2,0.06680431016177775,0.020240794754093062,0.048090496766136914,0.10704946676339155
3,0.04385910530202598,0.06823543333188875,0.10973917472941278,0.07047481913103562
