step_index,object_friction,pre_approach_linear_velocity,grasp_linear_velocity,grasp_closing_velocity,grasp_stall_min_time,lift_linear_velocity,transport_linear_velocity,placing_linear_velocity,release_opening_velocity,retract_linear_velocity
2,0.2689628526883048,0.11529895277304435,0.09761061789856107,0.06247791666373325,0.26411337967042037,0.07305648275745956,0.08893426887163088,0.08790654923779034,0.07567581707247413,0.1225137715389143
3,0.5116648090370453,0.15897633814114082,0.05747660491221816,0.11551114202749452,0.42620062072324666,0.15168462352271733,0.08416121132190504,0.05216090087024539,0.0775825551086473,0.09748866613758789
1,1.5464682851876024,0.1441826153826266,0.07935978017543772,0.17810817419982838,0.3770305641460626,0.11763552078817908,0.11630387946408091,0.04949033714283532,0.05167813966097056,0.06966657802250854
2,1.5056708157493772,0.1214373538582659,0.10772075612729208,0.04550375689819255,0.2722530301274307,0.1480716274983977,0.04040911372645113,0.05166917801708158,0.06141537294421544,0.07623227336189818
3,1.4398510789642358,0.1216915641592291,0.029827968508700994,0.052461538376234414,0.5101229294179259,0.10853071047657797,0.08830895469727,0.026870659835101257,0.03353027656986608,0.0819764711108041
1,1.4222298851867077,0.1738313227100734,0.04919438735751334,0.08406286361781719,0.4849437490750324,0.09513651863026262,0.11165173647718787,0.05347136349172419,0.07107514495928727,0.10925086921896243
2,1.7002721261573635,0.10515823589101958,0.08934623488270921,0.09446800119330122,0.4403779588649464,0.13158757296935106,0.10161243140303779,0.05726055148640862,0.07484394214473217,0.080375384645276
3,0.9797918030144155,0.09188763235442934,0.01845995894337967,0.12809382746301573,0.30143294434157897,0.08040132461299887,0.06307314754555324,0.04334657853365926,0.04287134578628213,0.06438996945501518
1,0.847039352465714,0.12890113551151178,0.04051860540830586,0.04178786929570445,0.6019005269991996,0.07254177058476183,0.049041663205933006,0.07982021131278441,0.07013955946020861,0.054234612311325175
2,1.4352828540903844,0.1481359307425693,0.015041059417426655,0.06364562873658357,0.21787596967579734,0.1404238449798167,0.040910243025147404,0.058742232006313046,0.051452035134222356,0.060751621281506824
3,1.483368712339871,0.134847339564138,0.03793205777053904,0.06957992434994971,0.3328137027576022,0.14622959805375765,0.04997732002553372,0.06738743439163061,0.09191909850536771,0.07855641635238096
1,0.356302396398253,0.14489690545626424,0.047964881618099704,0.06774246984730989,0.5807945458745848,0.12047555792657823,0.06209920340403095,0.04388510697596125,0.05586681141070153,0.07064128347854792
2,0.9292996114616784,0.13083995789958036,0.09511832573586021,0.0944557260274353,0.3239778746491982,0.16181994630569382,0.10658556446416106,0.05400800590953601,0.06380873597797683,0.07289350336035542
3,0.9894019985028557,0.1588037305400662,0.03364399797113084,0.14996143650490038,0.42518525874495544,0.11860266899144487,0.10582812188692277,0.04624661171624451,0.07812039056920003,0.10122486015723514
1,1.354123127538579,0.12210302876045263,0.05289084233737006,0.07173063669479335,0.4513750746391259,0.07768362577338997,0.04659054088795025,0.021728816064726153,0.08218567590395556,0.07226282859279652
2,0.8346985410660581,0.12220432302876455,0.09473100349566992,0.1872295028377104,0.3134971527480277,0.12079840909188733,0.10394354881087839,0.0225283685606559,0.061729267453155386,0.05105382245107512
3,1.7744296416583718,0.1044530079832458,0.045450101214758475,0.08399501652400256,0.5311887272582729,0.1367224092114764,0.053365990380925946,0.0259308131601251,0.07789231325469406,0.07657797517894795
1,1.8121054232106604,0.1253859608104506,0.02076532642695961,0.15060138756643962,0.4489735317522403,0.09693481320948617,0.048517480995910744,0.015117927384841197,0.09709246298024216,0.08807898758775241
2,1.856299379425917,0.13085439105009636,0.04818170709584114,0.13171607656989906,0.33123299235519776,0.09519200618949866,0.10987063945234282,0.062467175898470347,0.10284037423417289,0.11987162155440662
3,0.71357691249819,0.10981574156939275,0.01770971813144399,0.09390144531229211,0.45040464437082534,0.10442025409927752,0.14531207421345327,0.08710099015657569,0.025104547028656665,0.10169114360066123
1,1.4340566199727869,0.11679597019883692,0.08702764733571636,0.08418910284927049,0.37262772818616396,0.15479940201441716,0.1072113322402844,0.062123271207931346,0.038380315767660475,0.08116427267074952
2,0.814498844808332,0.14434025615862095,0.03737415730908576,0.13742902922701056,0.34289674341642495,0.13358290934332148,0.07893307823507154,0.06421939298475592,0.08224028908977418,0.06881631106286218
3,1.788340678779084,0.1319969406702987,0.041866011720141004,0.12588108531728717,0.42023565495628507,0.1550842621516753,0.10208399412291458,0.05311289087958096,0.03806997426259357,0.06867187078607442
1,1.5125994960990121,0.1473414791103519,0.020536823567194537,0.0650172656402232,0.46697736369902876,0.1395179874514137,0.04238582461523695,0.06994536798884954,0.05623093655402418,0.04478439126666836
2,1.5676267334612193,0.0764386306613411,0.01298129323906197,0.115489298647458,0.5233264835017235,0.11612758029889071,0.08564605931149707,0.03630781434325956,0.06857425222564742,0.0881518023231557
3,1.3863209286526048,0.1519968848451248,0.08812914924056356,0.11700105662000328,0.46040737198523085,0.10695528206181623,0.1404709805326536,0.05918414931587808,0.08874276560296507,0.06268384421376844
1,1.4302825461262667,0.1693183916586976,0.05430367703018959,0.11746252017088037,0.3934756432031322,0.06671308804759662,0.06581276739204364,0.04218161690030202,0.07472843882574295,0.07108201473123546
2,0.8407044068402235,0.12474159854175927,0.07569518148008621,0.16329740130089002,0.36286624517989874,0.1441120004263401,0.06377415529024352,0.07430436451900573,0.09262469735926808,0.0695859528399283
3,1.4317556786651788,0.1064593736560569,0.037989694197256355,0.13045439140823825,0.4545102160381564,0.19696150200826093,0.045646964126763404,0.07340762475496758,0.030539020151755865,0.03838252554204619
1,1.2729882861566026,0.1102434825490273,0.023708119088957414,0.11343482607640615,0.5177227851155051,0.13332750767555787,0.0702214863250925,0.07112972030896447,0.07898212242421149,0.12359700680050881
2,1.5514142599291054,0.1388479309043085,0.049183920343365176,0.06500724401844962,0.37871722339804353,0.05402459172644214,0.0828721593671765,0.050766880647686634,0.06398268818815538,0.05830560101120717
3,0.8587291631249967,0.09810858503739227,0.04291969001684425,0.08879788989368279,0.3981837461800252,0.11721726452457243,0.043952612354134134,0.02808255547024132,0.04760561700540843,0.05781475270941261
1,1.622870356986337,0.10385066049346768,0.032476118184318,0.11317536096960101,0.3300066457763671,0.10815260635138634,0.06525469653141318,0.0656496431055403,0.03504307711186506,0.0659433119797205
2,1.8699009105101694,0.0894712106406175,0.03103254947642105,0.10907058031327249,0.46212063390186553,0.1147397839611798,0.12559532730032358,0.06019252377481094,0.07843361085694779,0.045905097013974265
3,1.8374601580254224,0.11760289801917083,0.04412732371246582,0.1072870127135931,0.4687764336735586,0.08309151915291768,0.06495284635859548,0.04459005984568916,0.08830602617585756,0.06269367944767033
1,1.8527110651077117,0.11455183473557778,0.023781478517341685,0.07857658273782263,0.3951305670323728,0.09772764780694583,0.0963982300377192,0.0703909184309019,0.07142767126301117,0.07580470412982926
2,1.9001641959890685,0.12469628635205442,0.05060123905853096,0.1076529173186853,0.5060941889513867,0.06212325442748655,0.09910682859560999,0.04593287301298091,0.0784791983803218,0.07652328370493353
3,1.320744853231533,0.10324410127229867,0.08492180297334276,0.06977619613254152,0.34583685162092864,0.15571139857017977,0.07718814713902494,0.0590288721927235,0.07544762589669789,0.10221500945494247
1,1.2879008789725102,0.1437499527736112,0.06507760758114683,0.13680750389736993,0.5206735305157202,0.07639065362266836,0.09455147878743782,0.04815356566320067,0.09533694012259339,0.11791242049056118
2,0.6227618243770172,0.1720635681913047,0.05091650324762646,0.11063068545608147,0.41028574919649363,0.14448777630308202,0.031495385739305645,0.04411273019696612,0.041796963314630536,0.06600568360063581
3,1.1888556063524727,0.06163767140590916,0.06257533320987965,0.14532489281567879,0.5019484092926765,0.11177775887571248,0.11784815386303626,0.060785798577993475,0.053621222870515975,0.06124818926596683
1,1.0524448348784547,0.12956325900483762,0.12804328535087822,0.10039337348296792,0.46777118313350186,0.15826123563384586,0.07084731148235068,0.04649977806218401,0.10349510253503147,0.04984714136485814
2,1.2070393829424717,0.0665413333748661,0.04605242095907555,0.12968773889572635,0.5611589080029039,0.12773972443829418,0.07015026745995862,0.05507748864273202,0.053511776517184334,0.07270263899746204
3,1.0257442673956083,0.12240937459040821,0.04191583831955075,0.09566913744888973,0.6358921577833658,0.10666010101193518,0.0626671218842782,0.05944122495130829,0.0612581910813511,0.0814704916326307
1,0.9842858892470013,0.11477536424737393,0.010299952046627106,0.08328646263873901,0.4508818802591018,0.0877346288586871,0.07739037549183202,0.05293798897560925,0.06436782117901671,0.07854853305725726
2,0.5178436842829186,0.07989776834811843,0.020935205306466642,0.05486741648120191,0.4335007690112839,0.09911362382483366,0.04817332030147065,0.06703561634638137,0.10386154476174583,0.12050123881148345
3,0.9021399929918761,0.1505530650576689,0.05049631787787158,0.09112041043672882,0.714695465421543,0.09758053521097494,0.059935743908022754,0.02154339775579022,0.0876292731753427,0.0666110762145542
1,1.9437430180838522,0.06872356048023352,0.018307076378148757,0.1512465822388132,0.36702381680871504,0.15928930496807717,0.09701582664619142,0.052268794869237446,0.047850168697019815,0.04031611948210992
2,1.4038529156509116,0.09494317679392353,0.04304803250348119,0.07559029199353133,0.39544988402000286,0.12949264370343547,0.061234772860288625,0.038940165641781196,0.08906782115111526,0.05587879434462191
3,1.319280296195622,0.14075386369466408,0.041628300144389015,0.10278117367663236,0.5706700364982481,0.16127329205861402,0.08475713739547808,0.07796147039133879,0.0669852933935714,0.10357040253800426
1,0.8142683179981793,0.11577247871539785,0.05969295760870186,0.0797175599730628,0.43701665071922013,0.14384931147136643,0.05432750718870441,0.04810204057285275,0.050668283706105904,0.10850710058238983
2,1.9623782900664346,0.14248559382677417,0.060770546570733136,0.17244789278261596,0.4366926490837565,0.16533154492129418,0.118885230999705,0.07811660074724144,0.07166248165775736,0.11812793537939631
3,1.7054686892688946,0.12896960177824682,0.10582653231570209,0.0807698804608931,0.38698781920593595,0.08026002385226574,0.10978994989985538,0.08404225189539972,0.0822271958571679,0.0623702923940301
1,1.6874540681624268,0.1145905824150698,0.018251308481645412,0.07673995095154562,0.39661621894642485,0.06564235621968958,0.08944159192914922,0.0484717896746671,0.08590989845934013,0.12255842537926984
2,1.4109587430788897,0.1416923786700694,0.026526511791033797,0.10652925194899183,0.446665729621502,0.12484620926875852,0.11586116237439995,0.06045143145221169,0.07938590679310069,0.07320503584347698
3,0.807063387734905,0.09532216880993263,0.031130195216743914,0.0843826187168049,0.29749466555243437,0.0944928662105738,0.04127144384761562,0.047002646987445884,0.08120073366406255,0.09879999721666714
1,1.7215701318634977,0.1262931816688076,0.03903156878315199,0.12430132713569483,0.20483675243340468,0.14137700260339287,0.04876333760841513,0.06687472007529509,0.023159601594525098,0.07849153648804003
2,0.542049838406713,0.12387222775639839,0.027776238252772083,0.07267065297196428,0.2843112290831511,0.14307036585766142,0.06788790280441212,0.06611590475142946,0.08507966820555775,0.10643181270905688
3,1.7250968274675598,0.15761399248028551,0.04540580017114773,0.10492481827671751,0.3467517198115792,0.06706052790142708,0.08046755501421601,0.05414775666545472,0.054339102111620005,0.08449114673713623
1,1.2010914801976784,0.12162013242660336,0.11130895633489306,0.0892236314552136,0.40672645349815806,0.13171662286585867,0.04441887874086004,0.08093205819054283,0.11313819548703348,0.13263837350767285
2,1.0701121944076568,0.11447525904020753,0.043239440646868466,0.054355733986799826,0.579692161505407,0.10685740111228308,0.12370510416451376,0.06225311897588107,0.06542135123538827,0.11316676105917206
3,1.1640440881738543,0.099477670241605,0.0445503282024906,0.08005995499591599,0.18956098355773016,0.12249985423556739,0.0831636011339729,0.08508681038143721,0.048065666209334806,0.0650544598107422
1,1.1147285517590677,0.1289524839887155,0.024120533150927687,0.052507724109168916,0.496957744618273,0.11974050029825697,0.05950328524319167,0.03976634311030819,0.1078161745935364,0.08879085539296475
2,1.3333896745078853,0.12966899957198808,0.01940136162458224,0.11687378027277456,0.4301086910057793,0.14063924436019903,0.06865434905688157,0.04863996942826216,0.0752685434068179,0.12137393702174903
3,1.0042589878340524,0.08047715098588154,0.047474641560658705,0.1433773688315305,0.40153729336105104,0.11037698324309879,0.05458804064367488,0.03260857590352344,0.06409065109339122,0.10963840903751755
1,0.7919251295025553,0.09798120256064306,0.05614177752318335,0.11611973732024347,0.3703888087861148,0.10253795004895144,0.11527083378211547,0.0437605618493087,0.06948684567521707,0.071757365789744
2,1.2054400275880586,0.14117756767175557,0.03673549453681225,0.09389941862685758,0.48678798427179193,0.16054905233390246,0.09222703019803473,0.04624487301258438,0.10192726855978645,0.11262978089812145
3,0.7191311217326567,0.13979765496155586,0.050120892428823394,0.1448323373462115,0.34632425694325675,0.12019934649688782,0.07349811089450284,0.05041206634146363,0.11540448412767529,0.12162674755736524
1,1.175103886315174,0.11467029101543462,0.07739644204708249,0.10643598931407319,0.41341827186849833,0.14674495987489616,0.07476760121443726,0.051019017311610904,0.12227204982200307,0.04611063791764082
2,0.30484662922488504,0.08686824055454762,0.09294795681529683,0.06938367953154978,0.35270789326950897,0.1228374065331818,0.04905503753913955,0.05317668764904858,0.07312459237837865,0.12568113928418856
3,1.1201725930457127,0.12298118101311517,0.08550406034920073,0.06856877648831465,0.30129506861764455,0.1265785615669774,0.08476409042660187,0.028495306439211103,0.07914240959713384,0.08599426979692973
1,1.3450663942052814,0.09408495577323514,0.0643973802617029,0.07082237547687628,0.38642359771439305,0.09626140861861322,0.08936172702970455,0.04075922287072043,0.08476669696775184,0.060565626338648426
2,1.6031138102704416,0.09551651280594815,0.06920520586782776,0.03982027924472918,0.46313269866633144,0.1036811460289352,0.0955550615866359,0.06351663541704206,0.051757193784747524,0.10198459545833571
3,1.0429058992583293,0.11998351091527275,0.028941097042051313,0.11548342894258386,0.31905435879924293,0.09813618903305608,0.082540857914488,0.03168944433227443,0.1000560266022307,0.06877050703255934
1,1.1764263539392001,0.11555387443846186,0.05180728569387112,0.11551810156881866,0.33926826471745947,0.11211345151915228,0.03228972650380889,0.050242110885118985,0.11868755690174795,0.07214851467391846
2,1.873320563232743,0.15249764723022596,0.04805578915885962,0.13556726005200384,0.3665269570507561,0.12270412887155013,0.057828897738617505,0.05491461032724676,0.08402432429466708,0.10689498989206773
3,1.2904096866127062,0.15744036575816903,0.03861261866931535,0.10563042020351653,0.43393357317880965,0.13926794021700112,0.07116189666154095,0.06347054135815544,0.05760114396627165,0.05937940677544622
1,0.7371885672106313,0.09987488535809035,0.012003180345364434,0.13313986177059153,0.43561406389955676,0.12998712732065204,0.032249775612077924,0.04962818145344417,0.05968456022114705,0.07916283413950226
2,1.412347902224725,0.10958040018512466,0.1024253619068366,0.06742118997444407,0.4100243375341301,0.10238902258547777,0.09181404408323504,0.037185229766083704,0.049984674872906185,0.08533556587331767
3,0.8303200031063891,0.07564911942159278,0.04949229896060588,0.15507391963570533,0.5022534450280736,0.1045685077223028,0.07698761319322597,0.04250828221998787,0.07653353977188944,0.0905146249059892
1,0.501440932030401,0.13039660135593195,0.028863408040137643,0.1438790755447675,0.5115825572724836,0.14932405470473942,0.05947239936786748,0.05594578706090713,0.08886263315179166,0.05162080008590857
2,1.3409095950411605,0.10151495322164657,0.0811836844962925,0.11963369934664347,0.4324840345695819,0.06329128811208794,0.09222714363688131,0.020063647075186115,0.04842988252465068,0.051621015036567665
3,0.6535387791282736,0.13046176615096236,0.08203924121653214,0.12558298189978953,0.4872860775033807,0.1509767316398707,0.12234366320838462,0.029063017077952447,0.06662106783336214,0.06643101042163477
1,1.2848019276380205,0.07793950442530082,0.11370787309572788,0.056608514472449946,0.30094783390809443,0.18307463669892915,0.09656753969692503,0.08088386753969244,0.10310547480722018,0.09693225739553024
2,1.208760871524832,0.13006794884141068,0.061607565559036445,0.08216347142796712,0.335217978316721,0.12801679400289892,0.04001253905456972,0.056602295454596,0.09747987679071507,0.06463195495871765
3,2.060381722832574,0.13848869088354268,0.08152094685843492,0.13986366006151124,0.20197280153138203,0.13440030632678165,0.07088366422876952,0.07562403581776225,0.09246944976237345,0.12593117995508393
