step_index,object_friction,pre_approach_linear_velocity,grasp_linear_velocity,grasp_closing_velocity,grasp_stall_min_time,lift_linear_velocity
1,0.5771803683087326,0.09982296337698739,0.03491519080573186,0.10747214043659276,0.39842837844058787,0.10872737017604
2,0.2689628526883048,0.11529895277304435,0.09761061789856107,0.06247791666373325,0.26411337967042037,0.07305648275745956
3,0.5116648090370453,0.15897633814114082,0.05747660491221816,0.11551114202749452,0.42620062072324666,0.15168462352271733
1,1.5464682851876024,0.1441826153826266,0.07935978017543772,0.17810817419982838,0.3770305641460626,0.11763552078817908
2,1.5056708157493772,0.1214373538582659,0.10772075612729208,0.04550375689819255,0.2722530301274307,0.1480716274983977
3,1.4398510789642358,0.1216915641592291,0.029827968508700994,0.052461538376234414,0.5101229294179259,0.10853071047657797
1,1.4222298851867077,0.1738313227100734,0.04919438735751334,0.08406286361781719,0.4849437490750324,0.09513651863026262
2,1.7002721261573635,0.10515823589101958,0.08934623488270921,0.09446800119330122,0.4403779588649464,0.13158757296935106
3,0.9797918030144155,0.09188763235442934,0.01845995894337967,0.12809382746301573,0.30143294434157897,0.08040132461299887
1,0.847039352465714,0.12890113551151178,0.04051860540830586,0.04178786929570445,0.6019005269991996,0.07254177058476183
2,1.4352828540903844,0.1481359307425693,0.015041059417426655,0.06364562873658357,0.21787596967579734,0.1404238449798167
3,1.483368712339871,0.134847339564138,0.03793205777053904,0.06957992434994971,0.3328137027576022,0.14622959805375765
1,0.356302396398253,0.14489690545626424,0.047964881618099704,0.06774246984730989,0.5807945458745848,0.12047555792657823
2,0.9292996114616784,0.13083995789958036,0.09511832573586021,0.0944557260274353,0.3239778746491982,0.16181994630569382
3,0.9894019985028557,0.1588037305400662,0.03364399797113084,0.14996143650490038,0.42518525874495544,0.11860266899144487
1,1.354123127538579,0.12210302876045263,0.05289084233737006,0.07173063669479335,0.4513750746391259,0.07768362577338997
2,0.8346985410660581,0.12220432302876455,0.09473100349566992,0.1872295028377104,0.3134971527480277,0.12079840909188733
3,1.7744296416583718,0.1044530079832458,0.045450101214758475,0.08399501652400256,0.5311887272582729,0.1367224092114764
1,1.8121054232106604,0.1253859608104506,0.02076532642695961,0.15060138756643962,0.4489735317522403,0.09693481320948617
2,1.856299379425917,0.13085439105009636,0.04818170709584114,0.13171607656989906,0.33123299235519776,0.09519200618949866
3,0.71357691249819,0.10981574156939275,0.01770971813144399,0.09390144531229211,0.45040464437082534,0.10442025409927752
1,1.4340566199727869,0.11679597019883692,0.08702764733571636,0.08418910284927049,0.37262772818616396,0.15479940201441716
2,0.814498844808332,0.14434025615862095,0.03737415730908576,0.13742902922701056,0.34289674341642495,0.13358290934332148
3,1.788340678779084,0.1319969406702987,0.041866011720141004,0.12588108531728717,0.42023565495628507,0.1550842621516753
1,1.5125994960990121,0.1473414791103519,0.020536823567194537,0.0650172656402232,0.46697736369902876,0.1395179874514137
2,1.5676267334612193,0.0764386306613411,0.01298129323906197,0.115489298647458,0.5233264835017235,0.11612758029889071
3,1.3863209286526048,0.1519968848451248,0.08812914924056356,0.11700105662000328,0.46040737198523085,0.10695528206181623
1,1.4302825461262667,0.1693183916586976,0.05430367703018959,0.11746252017088037,0.3934756432031322,0.06671308804759662
2,0.8407044068402235,0.12474159854175927,0.07569518148008621,0.16329740130089002,0.36286624517989874,0.1441120004263401
3,1.4317556786651788,0.1064593736560569,0.037989694197256355,0.13045439140823825,0.4545102160381564,0.19696150200826093
1,1.2729882861566026,0.1102434825490273,0.023708119088957414,0.11343482607640615,0.5177227851155051,0.13332750767555787
2,1.5514142599291054,0.1388479309043085,0.049183920343365176,0.06500724401844962,0.37871722339804353,0.05402459172644214
3,0.8587291631249967,0.09810858503739227,0.04291969001684425,0.08879788989368279,0.3981837461800252,0.11721726452457243
1,1.622870356986337,0.10385066049346768,0.032476118184318,0.11317536096960101,0.3300066457763671,0.10815260635138634
2,1.8699009105101694,0.0894712106406175,0.03103254947642105,0.10907058031327249,0.46212063390186553,0.1147397839611798
3,1.8374601580254224,0.11760289801917083,0.04412732371246582,0.1072870127135931,0.4687764336735586,0.08309151915291768
1,1.8527110651077117,0.11455183473557778,0.023781478517341685,0.07857658273782263,0.3951305670323728,0.09772764780694583
2,1.9001641959890685,0.12469628635205442,0.05060123905853096,0.1076529173186853,0.5060941889513867,0.06212325442748655
3,1.320744853231533,0.10324410127229867,0.08492180297334276,0.06977619613254152,0.34583685162092864,0.15571139857017977
1,1.2879008789725102,0.1437499527736112,0.06507760758114683,0.13680750389736993,0.5206735305157202,0.07639065362266836
2,0.6227618243770172,0.1720635681913047,0.05091650324762646,0.11063068545608147,0.41028574919649363,0.14448777630308202
3,1.1888556063524727,0.06163767140590916,0.06257533320987965,0.14532489281567879,0.5019484092926765,0.11177775887571248
1,1.0524448348784547,0.12956325900483762,0.12804328535087822,0.10039337348296792,0.46777118313350186,0.15826123563384586
2,1.2070393829424717,0.0665413333748661,0.04605242095907555,0.12968773889572635,0.5611589080029039,0.12773972443829418
3,1.0257442673956083,0.12240937459040821,0.04191583831955075,0.09566913744888973,0.6358921577833658,0.10666010101193518
1,0.9842858892470013,0.11477536424737393,0.010299952046627106,0.08328646263873901,0.4508818802591018,0.0877346288586871
2,0.5178436842829186,0.07989776834811843,0.020935205306466642,0.05486741648120191,0.4335007690112839,0.09911362382483366
3,0.9021399929918761,0.1505530650576689,0.05049631787787158,0.09112041043672882,0.714695465421543,0.09758053521097494
1,1.9437430180838522,0.06872356048023352,0.018307076378148757,0.1512465822388132,0.36702381680871504,0.15928930496807717
2,1.4038529156509116,0.09494317679392353,0.04304803250348119,0.07559029199353133,0.39544988402000286,0.12949264370343547
3,1.319280296195622,0.14075386369466408,0.041628300144389015,0.10278117367663236,0.5706700364982481,0.16127329205861402
1,0.8142683179981793,0.11577247871539785,0.05969295760870186,0.0797175599730628,0.43701665071922013,0.14384931147136643
2,1.9623782900664346,0.14248559382677417,0.060770546570733136,0.17244789278261596,0.4366926490837565,0.16533154492129418
3,1.7054686892688946,0.12896960177824682,0.10582653231570209,0.0807698804608931,0.38698781920593595,0.08026002385226574
1,1.6874540681624268,0.1145905824150698,0.018251308481645412,0.07673995095154562,0.39661621894642485,0.06564235621968958
2,1.4109587430788897,0.1416923786700694,0.026526511791033797,0.10652925194899183,0.446665729621502,0.12484620926875852
3,0.807063387734905,0.09532216880993263,0.031130195216743914,0.0843826187168049,0.29749466555243437,0.0944928662105738
1,1.7215701318634977,0.1262931816688076,0.03903156878315199,0.12430132713569483,0.20483675243340468,0.14137700260339287
2,0.542049838406713,0.12387222775639839,0.027776238252772083,0.07267065297196428,0.2843112290831511,0.14307036585766142
3,1.7250968274675598,0.15761399248028551,0.04540580017114773,0.10492481827671751,0.3467517198115792,0.06706052790142708
1,1.2010914801976784,0.12162013242660336,0.11130895633489306,0.0892236314552136,0.40672645349815806,0.13171662286585867
2,1.0701121944076568,0.11447525904020753,0.043239440646868466,0.054355733986799826,0.579692161505407,0.10685740111228308
3,1.1640440881738543,0.099477670241605,0.0445503282024906,0.08005995499591599,0.18956098355773016,0.12249985423556739
1,1.1147285517590677,0.1289524839887155,0.024120533150927687,0.052507724109168916,0.496957744618273,0.11974050029825697
2,1.3333896745078853,0.12966899957198808,0.01940136162458224,0.11687378027277456,0.4301086910057793,0.14063924436019903
3,1.0042589878340524,0.08047715098588154,0.047474641560658705,0.1433773688315305,0.40153729336105104,0.11037698324309879
1,0.7919251295025553,0.09798120256064306,0.05614177752318335,0.11611973732024347,0.3703888087861148,0.10253795004895144
2,1.2054400275880586,0.14117756767175557,0.03673549453681225,0.09389941862685758,0.48678798427179193,0.16054905233390246
3,0.7191311217326567,0.13979765496155586,0.050120892428823394,0.1448323373462115,0.34632425694325675,0.12019934649688782
1,1.175103886315174,0.11467029101543462,0.07739644204708249,0.10643598931407319,0.41341827186849833,0.14674495987489616
2,0.30484662922488504,0.08686824055454762,0.09294795681529683,0.06938367953154978,0.35270789326950897,0.1228374065331818
3,1.1201725930457127,0.12298118101311517,0.08550406034920073,0.06856877648831465,0.30129506861764455,0.1265785615669774
1,1.3450663942052814,0.09408495577323514,0.0643973802617029,0.07082237547687628,0.38642359771439305,0.09626140861861322
2,1.6031138102704416,0.09551651280594815,0.06920520586782776,0.03982027924472918,0.46313269866633144,0.1036811460289352
3,1.0429058992583293,0.11998351091527275,0.028941097042051313,0.11548342894258386,0.31905435879924293,0.09813618903305608
1,1.1764263539392001,0.11555387443846186,0.05180728569387112,0.11551810156881866,0.33926826471745947,0.11211345151915228
2,1.873320563232743,0.15249764723022596,0.04805578915885962,0.13556726005200384,0.3665269570507561,0.12270412887155013
3,1.2904096866127062,0.15744036575816903,0.03861261866931535,0.10563042020351653,0.43393357317880965,0.13926794021700112
1,0.7371885672106313,0.09987488535809035,0.012003180345364434,0.13313986177059153,0.43561406389955676,0.12998712732065204
2,1.412347902224725,0.10958040018512466,0.1024253619068366,0.06742118997444407,0.4100243375341301,0.10238902258547777
3,0.8303200031063891,0.07564911942159278,0.04949229896060588,0.15507391963570533,0.5022534450280736,0.1045685077223028
1,0.501440932030401,0.13039660135593195,0.028863408040137643,0.1438790755447675,0.5115825572724836,0.14932405470473942
2,1.3409095950411605,0.10151495322164657,0.0811836844962925,0.11963369934664347,0.4324840345695819,0.06329128811208794
3,0.6535387791282736,0.13046176615096236,0.08203924121653214,0.12558298189978953,0.4872860775033807,0.1509767316398707
1,1.2848019276380205,0.07793950442530082,0.11370787309572788,0.056608514472449946,0.30094783390809443,0.18307463669892915
2,1.208760871524832,0.13006794884141068,0.061607565559036445,0.08216347142796712,0.335217978316721,0.12801679400289892
3,2.060381722832574,0.13848869088354268,0.08152094685843492,0.13986366006151124,0.20197280153138203,0.13440030632678165
1,0.6672581272374408,0.12550189067566125,0.03256517545279617,0.05760434202489389,0.4280592706963628,0.15490926370438748
2,1.2677893249952723,0.09681077904124585,0.0390287382249208,0.1018573068612068,0.47272349766846844,0.11699756632494723
3,1.473347489626089,0.1239237150624859,0.03830501483266199,0.06212974128151134,0.34174040944093265,0.11232154213264617
1,0.9189697969068886,0.12609128409242382,0.031111375325285538,0.11555038730111919,0.3629086781398256,0.12076067467666385
2,1.4150669705682057,0.11225105968642864,0.014980435664216023,0.10941421377969868,0.5084163723761316,0.14294527025548479
3,1.4225397590294988,0.12657995010174478,0.10003227976781111,0.06952466716730189,0.47267871454877775,0.0985904747910411
1,0.5427656716874173,0.1431852823437461,0.059435522256720594,0.10182590227495524,0.5419251710751647,0.16231703586802626
2,0.7521990943846624,0.10136868550864163,0.031941303014645275,0.10218109969419048,0.5883713759341231,0.1233003738393276
3,2.243436671778081,0.12272603320487072,0.028589686195092966,0.0847602743487156,0.37563692065666054,0.1717702264954989
1,1.2088688628306965,0.09520271458676612,0.0635507670252259,0.171474699898279,0.3802438447475071,0.10043791892881893
2,0.17196068748518534,0.10639593669916236,0.0551678980448695,0.06537135701367935,0.36824435276351536,0.20786432680655864
3,1.7381573272287183,0.14367296181220404,0.05434318786070466,0.128306245683534,0.29000624477892334,0.11084565010835787
1,0.8222411418022243,0.112927145563539,0.034233970238973926,0.09309403965238881,0.449476419646775,0.20938351990864978
2,1.5931132233623582,0.06748727078531289,0.08833149097449775,0.1043811492301432,0.45375467474196163,0.09876640951623981
3,1.8314389728074032,0.1296834890382272,0.044902112729836546,0.15671202426501313,0.4942534428365677,0.16138123141316443
1,1.0241876977120614,0.15481840023254326,0.06421321520828045,0.14080708145300155,0.30489361374632884,0.09661109589150019
2,0.18400605383542068,0.1485809953234159,0.04605573855698315,0.14639263430268407,0.47222497304017885,0.1034371796085033
3,1.3749792194583035,0.15236546724515998,0.04870958328752016,0.10370072096323975,0.2910230470552123,0.08922889054562792
1,1.2633363637884194,0.11671016707054516,0.029161416673893624,0.07947549847198146,0.38142056697900134,0.11020316413490365
2,0.8940014362604549,0.12488334276565687,0.03288999787122498,0.11129520833212854,0.5156612847767608,0.19239141872464222
3,2.1682126652667524,0.0651536135959315,0.06088522734136402,0.07421874623274624,0.44193410982463066,0.18339126205547268
1,0.5233038586026386,0.10575920713075718,0.03739568367579272,0.12601308693622,0.2702523766344368,0.16560716112371895
2,1.3814885218964184,0.12537405280539418,0.08776723684460967,0.1295587024429353,0.40237304249615347,0.13484298498049369
3,1.5190015091757385,0.11364750344447155,0.017823314928981177,0.11606963969770895,0.43893415092415555,0.12520485806874204
1,1.6207396532172602,0.15178018766140838,0.058517588968882484,0.11247350606248933,0.3752159209007945,0.13148112082344562
2,1.9144067223106944,0.12437529645488887,0.05374865884060834,0.07177776830651728,0.4607614722287033,0.13372632290726338
3,1.534647541605765,0.11135003723703185,0.07254794315560457,0.07622736660680225,0.4601531530534142,0.13526345615440535
1,0.7960346145496795,0.13412076228269926,0.058300095035163965,0.1537507812494193,0.4966201145726664,0.06764729847647008
2,1.290625073725693,0.12110890230457196,0.046019765695309266,0.07244838380295726,0.3705391785230581,0.14282119553415448
3,1.481196517713391,0.12470010223523458,0.03895875256337013,0.08980926888147572,0.48913096632323483,0.1321062541297581
1,1.0154175687624352,0.06415538522466563,0.045078774081012046,0.17344596019834582,0.5065022934759483,0.05768269413591262
2,1.3926922599213214,0.12519217387312123,0.03185595084783186,0.13114281512613704,0.4535358108311718,0.09818183510805595
3,0.9233753350383719,0.0989139413314421,0.014245679231037457,0.11916363340227393,0.3265366129995428,0.13460141660894687
1,0.3209916249076785,0.10100413402154224,0.06928853365370792,0.09133475495045511,0.5041883304099445,0.0838729793921853
2,0.22548147137990115,0.1581015116891144,0.09707021310326035,0.14815757388051584,0.3854580983185969,0.12064449312478243
3,1.7617580394190402,0.13482664141252249,0.021201434231088535,0.08858746378772685,0.4129541148451006,0.12810182729088118
1,1.0564342858873006,0.1398562136099328,0.041833461499487086,0.08592113175479368,0.2669700614359437,0.08006899339457901
2,1.4995353865211796,0.11753664263052914,0.06660795558301649,0.09696189527515126,0.4103020807331661,0.13261448750284896
3,1.0964710133306261,0.12027424879018195,0.028874438821133983,0.12414674428351424,0.4361905632075478,0.12948360572617323
1,1.8378592673932208,0.11656347137400275,0.027068612016586422,0.09306219452618751,0.26880640782351106,0.16284023420499982
2,0.5321765285162079,0.08189126660050358,0.058497475436354085,0.19546944122706708,0.545895027897568,0.10490438139667088
3,1.400570086647587,0.10639320892223017,0.029947195445235546,0.103559525331782,0.24928018008137243,0.15761008586645647
1,1.4281501825716774,0.11924460463091699,0.024871087291010542,0.13738291935628716,0.38707572311992167,0.12113184671845283
2,1.9334900545508265,0.09408411911323618,0.02086138533647722,0.08187547150388896,0.36124545619539356,0.1435787500283436
3,0.5118397582389346,0.09153147364818556,0.013131155472509655,0.07781624295864684,0.35612486918881214,0.16211131483538307
1,0.8913996528295466,0.14726004789048613,0.025263252726570297,0.12694990339020382,0.3549849357221823,0.1215742668115142
2,0.39559280992749957,0.14738925748149556,0.027294127970719204,0.08154103175518093,0.22939919872208905,0.09878884560747106
3,1.1645020063558962,0.13694109326287227,0.03009042918992466,0.09545535288774594,0.4437583214013036,0.13078051994984538
1,2.1260890627622837,0.09492969655812525,0.07871023722407172,0.11812764959808823,0.3988146245063349,0.12758579695074002
2,0.7782600957610426,0.16802230585080602,0.09635774615264871,0.057129121696730095,0.47113780296961505,0.08460317013811743
3,1.029689973171576,0.08694122189768129,0.07066633286858762,0.07651370296014037,0.39461334854853986,0.1259715359880289
1,0.7497933831015989,0.11784341270540227,0.04311462113536093,0.11080854906422596,0.5812689935045483,0.05291130302607894
2,1.062803980525873,0.10744312903064496,0.09940993913536408,0.1133014900047723,0.4831247575806435,0.17826209332604562
3,0.5392071715028587,0.1157590449504032,0.11292503958662421,0.1082605213798212,0.3917776634445173,0.14292689384957896
1,1.8458296234747957,0.10424888180273971,0.05418830158571883,0.11116857569281427,0.3312221193793532,0.1914668749877906
2,0.21646962647005719,0.09920383874995266,0.06431444969383754,0.07427951899749433,0.2729308740318165,0.16222802500338612
3,1.5521578220728383,0.10506714703975929,0.08543853953056182,0.12139971479395811,0.3765639467250602,0.15004636670464155
1,1.219275930211832,0.1275895009029161,0.08401984273509688,0.10092794856836283,0.284640209532515,0.11913596277379226
2,0.7879879329176307,0.0991471817254585,0.04752828539584786,0.11265226673169493,0.5123536623123236,0.1623690728131611
3,0.15823600664747195,0.09057891572930708,0.06935137724981355,0.08041507052963019,0.44453214544352254,0.1714192665871937
1,1.7370833567472288,0.1520676154362779,0.01128701593587296,0.12849743411755937,0.5280460006989203,0.1347958125064755
2,0.7913660813578031,0.13698472091927488,0.04718489360234735,0.08216881250643952,0.43261310287345117,0.13317843035452925
3,1.4467963219827,0.0912550744594987,0.12038251588007762,0.11292519629667847,0.1803776859092363,0.17007692747993358
1,0.36905276464198455,0.15782809925179142,0.07694765596761576,0.10517728414997535,0.3581104194579476,0.13908669195164955
2,0.38577801316376237,0.09064194403800585,0.08567940552687961,0.07447447903602247,0.4526434168366921,0.11220789861052861
3,1.4407962644021532,0.09022068273237845,0.04621488637405773,0.1100545656583754,0.5227604088295641,0.11704819188845667
1,0.6143238055371292,0.11327867027526904,0.07536150304150535,0.0889031079757196,0.455402551505586,0.13200793638279656
2,0.7763928053310897,0.07508551653587436,0.023403467289039852,0.040441156300548675,0.4057842916310898,0.060545966938326326
3,1.5504627408174516,0.13840916679663073,0.04956290115410336,0.06267437655527786,0.4597296488954629,0.09198226042174817
1,1.1166636933262064,0.1267447530398805,0.05745722078891341,0.0612012222589576,0.3301393917326726,0.12651053997167797
2,1.4568715171433557,0.07828298430069584,0.05545304751645101,0.105931312150254,0.39949249861045133,0.16839650210344084
3,0.9162656970559492,0.10230517964864273,0.049206786824206275,0.11976746304546665,0.3098929197823551,0.13697561335793043
1,1.3538691449964364,0.14094413840617268,0.06075095745424622,0.10488531660722268,0.3706670398807148,0.10742664896808868
2,0.6709100577995668,0.14545099845883525,0.0967283326405064,0.06597341339014681,0.4751769244670935,0.12229242673902022
3,1.7795507102917167,0.1436328699026092,0.11115328771559034,0.12312118114518493,0.34671954838914176,0.0938649719393933
1,0.8057916724433047,0.09159205962401855,0.11299650028307247,0.1057452651037372,0.4744865563118801,0.14099877408931624
2,1.0359341148424313,0.10628063722913951,0.07494378319938996,0.09573477309576628,0.23601290592590685,0.07380442895097819
3,2.0058231940157,0.12445535186810235,0.04165380553225876,0.04776354881240963,0.2929872872634639,0.11287830550574902
1,0.5505180558479297,0.0853338037149772,0.09599421845256588,0.19353842730980453,0.497455060726415,0.07466423755818642
2,1.4176707316358965,0.07252653109036289,0.014999269084252028,0.0526290110877559,0.5127294596401769,0.08599682029212251
3,0.49279248211420756,0.0936702286236882,0.055621780220984886,0.18459084549227756,0.48305777049622073,0.0693453258270158
1,1.1022805989223086,0.12128112278820957,0.055122946508318255,0.07044164673612152,0.43832880832695564,0.1792135125147689
2,1.1290848557312234,0.14928537799960395,0.09397032597881527,0.1461910037058095,0.2784940356839361,0.12568445262503566
3,1.6330045661946795,0.13540934888408088,0.04796168305318966,0.1355836733993075,0.34021696153913716,0.10831645266205422
1,1.2772953838897758,0.10394462568004895,0.013651636014341113,0.06787153343822158,0.33560430155190746,0.15857790773715263
2,0.8047766038725762,0.14744113765454958,0.060227126920049,0.11422433788349359,0.5154666658403524,0.13342943401235172
3,1.7626481904660625,0.11122094894732672,0.035879280282058834,0.16907389015958896,0.4190373195709694,0.09467357760343176
1,0.5678261263558795,0.14137683122136382,0.05378383974039472,0.13346869803205905,0.316228235055922,0.10959259147528616
2,0.5062850323616173,0.125934563645126,0.014240933847709907,0.14069417868356934,0.4568666279986521,0.15244325414287568
3,1.3567768794547705,0.11462715526184394,0.10783306307061183,0.06541702889515366,0.5483326024255719,0.1840914976452199
1,1.3090094721505594,0.1352859968981973,0.0338667648754535,0.07008416529671788,0.5204330691225969,0.12669511949153514
2,1.6467125715331754,0.1362642294515624,0.05496441111671647,0.08394430627469775,0.29155056122128137,0.1071663456347203
3,1.2451082619717377,0.14347170961711092,0.04973989653450213,0.07955790551568655,0.5119103067207013,0.1124527053953002
1,1.6640771540798893,0.12273104153123963,0.057947236497357967,0.15422929484459508,0.3089222839975881,0.08732459313713414
2,0.9071546259796665,0.11743715884387108,0.02034132429574071,0.11574088165849383,0.49126929928349994,0.1423783960157456
3,1.5494311022382605,0.11720137121705343,0.04181124373629121,0.12173532450214142,0.5780039657176319,0.12408590176101639
1,0.2121681330398143,0.15863420027112862,0.024596637268190575,0.07020060582061892,0.4352049569363007,0.09385547150160847
2,0.38954001889707124,0.12550899651908795,0.02837071720769489,0.08402534320472507,0.49379697498707886,0.145631452720908
3,1.5840850884668793,0.09525699142165832,0.09363384592297243,0.13467340224683735,0.42759460175795666,0.11643576281648525
